task_id,task_description,priority,status,category,due_date,assigned_to,estimated_hours
944,Significant politics professor edge story evidence yet pay pass play build outside.,High,Pending,Work,2025-12-06,Diana,4
945,Then after commercial attention here training perform special somebody religious major capital cup.,High,Pending,Home,2026-10-12,Henry,8
946,Serve build opportunity exist thing every significant again on stock record.,High,Pending,Personal,2026-02-20,Bob,2
947,Two media these either be open catch technology itself pull stock industry item voice respond.,Low,Pending,Learning,2026-01-01,Alice,1
948,Anything decade care movie everyone.,High,Completed,Personal,2026-03-15,Frank,10
949,Energy cold like.,High,Pending,Home,2026-07-13,Frank,6
950,Early many direction senior site phone president ago table.,Low,Completed,Home,2026-05-18,Henry,7
951,Edge six beat senior several budget condition conference.,Low,Pending,Work,2026-06-13,Frank,6
952,Hard to open hundred pass ability significant she.,Low,Pending,Health,2026-05-31,Diana,10
953,War within seem available responsibility perhaps card year film cover draw.,Low,Pending,Learning,2026-10-23,Henry,1
954,Environmental myself identify child talk future exactly.,Medium,Completed,Work,2025-11-30,Diana,5
955,Rest fly third popular word.,High,In Progress,Work,2026-09-08,Grace,8
956,Federal no six much some rise somebody direction color site any debate.,Medium,In Progress,Work,2026-09-08,Eve,4
957,Information guy interest race blood tend with down camera item.,Low,In Progress,Health,2026-01-02,Frank,9
958,Education here woman side paper ask before.,Low,In Progress,Career,2026-10-06,Grace,1
959,Behavior do else benefit leave community more become home expect.,High,In Progress,Learning,2025-12-15,Diana,10
960,Outside he any even today member news play old.,High,Pending,Health,2026-04-06,Grace,6
961,Throw top our down with truth.,Medium,Pending,Home,2026-08-27,Grace,2
962,Culture guess community to perform conference care well allow race worry spring chance stand mother company same health.,Low,In Progress,Home,2026-07-06,Grace,4
963,While your half generation including support century.,High,Pending,Learning,2026-07-06,Henry,4
964,Memory partner fish indeed fill theory part alone candidate sound executive.,High,Completed,Career,2026-08-22,Charlie,9
965,Reflect report third must read different he evening though I same news simply.,Medium,Completed,Career,2026-08-13,Frank,10
966,Six wall create politics president short unit fly happy explain.,High,Completed,Career,2026-03-21,Henry,2
967,There success politics local west federal give sense particular.,Medium,In Progress,Health,2026-05-12,Alice,3
968,Family major manager quality school quality leader growth owner rule purpose there control.,High,Completed,Personal,2026-09-07,Diana,10
969,North finish vote camera occur artist president.,High,Pending,Work,2025-12-08,Henry,7
970,Will space him project author friend structure.,Low,Completed,Career,2026-06-17,Henry,5
971,Line shake whatever around nature pay any something fight start present miss relationship fear real.,Medium,Pending,Learning,2025-11-27,Grace,6
972,Product TV agent direction begin speak story short toward probably article.,Medium,Completed,Personal,2026-07-04,Alice,5
973,Design provide machine decision but.,High,Pending,Personal,2026-03-01,Charlie,5
974,Great important fine drop least exist skin shake economic sea best realize.,High,Pending,Work,2026-07-29,Charlie,7
975,Wrong evening trouble pass place camera model really year show social watch modern board group.,High,Completed,Career,2026-05-28,Grace,6
976,Beautiful present test guess order product down benefit large natural table consider establish.,High,Completed,Health,2026-04-05,Diana,10
977,Risk reality name activity note minute stand situation.,Medium,Pending,Home,2026-06-07,Diana,4
978,Course natural special claim teacher brother above marriage government mother somebody guy amount out.,Medium,Completed,Career,2026-10-13,Charlie,9
979,Society far suddenly door very seek positive sometimes teach go.,Low,In Progress,Work,2026-09-23,Eve,3
980,Help time when charge likely interest behind that.,Medium,Completed,Career,2026-06-18,Henry,2
981,Our reduce hear value center form his account can inside executive artist song.,High,Pending,Home,2026-04-14,Alice,8
982,Relationship maintain door must senior ahead.,Low,Completed,Work,2026-07-02,Frank,6
983,Give court prepare member total value technology also wife tonight conference note chance claim old.,Medium,Pending,Health,2026-07-07,Alice,7
984,Effect admit range assume station measure think issue nation hand resource determine improve vote investment value establish.,High,In Progress,Personal,2025-11-22,Charlie,6
985,Administration today course night meeting agency same also shoulder use forget level.,Low,Pending,Home,2026-02-26,Charlie,9
986,Single upon book way area low quite international yeah.,Medium,In Progress,Career,2026-10-21,Frank,7
987,Mr trial generation after nation.,Low,Pending,Health,2026-09-27,Alice,1
988,Put result decade woman goal subject miss street.,High,Pending,Learning,2026-04-22,Diana,2
989,Rather our thank none rise participant black old very minute once field.,High,In Progress,Career,2026-06-02,Alice,7
990,Another to this director consumer goal challenge next song system concern new peace front trouble.,Low,In Progress,Career,2026-02-03,Henry,5
991,Imagine administration shake career represent note friend various far expert talk concern gun record.,Low,Completed,Work,2026-05-31,Alice,10
992,Water eye street keep its.,Medium,Pending,Health,2026-01-19,Bob,10
993,Follow cut that husband home decide let color understand six part threat Mr.,High,In Progress,Learning,2026-04-12,Henry,8
994,Rather time camera realize thank gun response whether political lot charge one set artist.,Medium,Pending,Learning,2026-10-30,Eve,6
995,Meeting enjoy national resource late again child study list.,Low,In Progress,Career,2026-05-04,Bob,1
996,Teach air measure take watch write occur game southern five under.,Medium,Pending,Health,2026-05-28,Diana,1
997,Water subject support top reason Republican modern population course partner want.,Medium,Pending,Health,2026-08-31,Alice,5
998,Environment him size professor in receive rate receive sea around among middle leg build challenge relationship matter run fly.,Low,In Progress,Career,2026-10-28,Bob,8
999,Wonder air wait understand report add within capital debate current interview.,Low,Completed,Learning,2026-03-12,Grace,5
1000,Ground artist face city present live want skill left chance statement kind.,Medium,Pending,Home,2026-01-16,Diana,5
